transaction_id,account_number,customer_id,amount,currency,payment_method,payment_type,transaction_date,country,city,merchant_name,status
TXN202505120046,ACC11129779,CUST81022167948927650846998316310428391656,636.72,EUR,CreditCard,Online Purchase,2025-05-12T10:03:50Z,Germany,Berlin,QuickBuy,Completed
TXN202505120047,ACC81407027,CUST145079308697599631407650434537195698016,1285.84,AED,CreditCard,Online Purchase,2025-05-12T10:03:55Z,Germany,Berlin,Walmart,Completed
TXN202505120048,ACC83481896,CUST15402238544151701151244992274655444397,1847.91,USD,Cash,Mobile Payment,2025-05-12T10:04:00Z,Egypt,Cairo,DigitalStore,Pending
TXN202505120049,ACC75965662,CUST333620176210831104726327721148833975179,1906.68,EUR,CreditCard,Subscription,2025-05-12T10:04:05Z,USA,New York,Walmart,Completed
TXN202505120050,ACC46838479,CUST333620176210831104726327721148833975179,994.67,USD,Cash,POS,2025-05-12T10:04:10Z,USA,New York,Netflix,Completed
TXN202505120051,ACC51219432,CUST281043743609155484461478328966609972141,582.04,EUR,PayPal,POS,2025-05-12T10:04:15Z,Germany,Berlin,Netflix,Pending
TXN202505120052,ACC12588739,CUST145695418537027669833973675160682427362,2066.71,AED,Cash,Mobile Payment,2025-05-12T10:04:20Z,UAE,Dubai,QuickBuy,Pending
TXN202505120053,ACC56340622,CUST148271803503420219596300862710675606674,917.58,AED,PayPal,Online Purchase,2025-05-12T10:04:25Z,Egypt,Cairo,Carrefour,Completed
TXN202505120054,ACC48456622,CUST81022167948927650846998316310428391656,301.69,USD,PayPal,Subscription,2025-05-12T10:04:30Z,UAE,Dubai,QuickBuy,Pending
TXN202505120055,ACC46973987,CUST333620176210831104726327721148833975179,2620.08,EGP,Cash,Subscription,2025-05-12T10:04:35Z,Egypt,Cairo,eBay,Cancelled
TXN202505120056,ACC86102716,CUST104030131387983679592865510179479410637,2578.89,AED,Cash,Online Purchase,2025-05-12T10:04:40Z,Egypt,Cairo,DigitalStore,Cancelled
TXN202505120057,ACC93553470,CUST192631238038600058640212841410827608421,72.75,EGP,CreditCard,Online Purchase,2025-05-12T10:04:45Z,USA,New York,Carrefour,Completed
TXN202505120058,ACC12013693,CUST36681535117413249627573990390097572852,2751.69,EUR,CreditCard,Mobile Payment,2025-05-12T10:04:50Z,Germany,Berlin,Amazon,Completed
TXN202505120059,ACC64293805,CUST138414752689481705436006012858657628704,1116.84,USD,PayPal,POS,2025-05-12T10:04:55Z,UAE,Dubai,Carrefour,Cancelled
TXN202505120060,ACC30275813,CUST333620176210831104726327721148833975179,2219.04,USD,Cash,Mobile Payment,2025-05-12T10:05:00Z,UAE,Dubai,Apple,Pending
TXN202505120061,ACC65840813,CUST66195368643600922931139585519760053693,2470.03,EUR,PayPal,Online Purchase,2025-05-12T10:05:05Z,USA,New York,Carrefour,Cancelled
TXN202505120062,ACC31451094,CUST156667368166506187303467525406068165666,3817.12,AED,PayPal,POS,2025-05-12T10:05:10Z,Germany,Berlin,Netflix,Completed
TXN202505120063,ACC76309280,CUST214146896750716037904103224137095538942,3221.81,USD,CreditCard,Online Purchase,2025-05-12T10:05:15Z,USA,New York,Netflix,Pending
TXN202505120064,ACC61722031,CUST140273705531473532802205298502630970919,2832.28,AED,PayPal,POS,2025-05-12T10:05:20Z,UAE,Dubai,QuickBuy,Pending
TXN202505120065,ACC59280125,CUST333620176210831104726327721148833975179,3241.72,AED,CreditCard,Online Purchase,2025-05-12T10:05:25Z,Egypt,Cairo,Apple,Cancelled
TXN202505120066,ACC85455950,CUST259345764183809141806830443925360135351,1261.72,EGP,DebitCard,Mobile Payment,2025-05-12T10:05:30Z,USA,New York,eBay,Pending
TXN202505120067,ACC53783953,CUST81022167948927650846998316310428391656,1767.06,EGP,Cash,Mobile Payment,2025-05-12T10:05:35Z,Egypt,Cairo,Walmart,Cancelled
TXN202505120068,ACC30366201,CUST238521612287154569893422242780588377278,1172.18,AED,CreditCard,POS,2025-05-12T10:05:40Z,UAE,Dubai,Amazon,Cancelled
TXN202505120069,ACC41522693,CUST2640165874394549407959613996352405467,2785.41,USD,PayPal,POS,2025-05-12T10:05:45Z,Egypt,Cairo,Carrefour,Pending
TXN202505120070,ACC93760082,CUST333620176210831104726327721148833975179,2440.59,EGP,DebitCard,Subscription,2025-05-12T10:05:50Z,USA,New York,Apple,Pending
TXN202505120071,ACC95819518,CUST251727907889007393697169127365870783683,2328.49,EUR,Cash,Mobile Payment,2025-05-12T10:05:55Z,Egypt,Cairo,QuickBuy,Completed
TXN202505120072,ACC84632109,CUST177434496909907153512899724883019450242,2229.6,USD,PayPal,Mobile Payment,2025-05-12T10:06:00Z,Germany,Berlin,Carrefour,Completed
TXN202505120073,ACC85894165,CUST177434496909907153512899724883019450242,2309.96,EGP,CreditCard,Mobile Payment,2025-05-12T10:06:05Z,UAE,Dubai,Apple,Completed
TXN202505120074,ACC98515902,CUST290037014304677401236742726070412438861,4391.26,USD,Cash,POS,2025-05-12T10:06:10Z,USA,New York,QuickBuy,Pending
TXN202505120075,ACC26310132,CUST333620176210831104726327721148833975179,3098.98,EGP,CreditCard,Online Purchase,2025-05-12T10:06:15Z,Germany,Berlin,Walmart,Cancelled
TXN202505120076,ACC96018522,CUST302121690154058639640490758534015123874,4324.04,AED,PayPal,Mobile Payment,2025-05-12T10:06:20Z,USA,New York,QuickBuy,Completed
TXN202505120077,ACC91191488,CUST90762244950186547412154427860656646921,3060.86,EUR,Cash,Mobile Payment,2025-05-12T10:06:25Z,Egypt,Cairo,QuickBuy,Completed
TXN202505120078,ACC71296776,CUST36681535117413249627573990390097572852,3854.11,USD,CreditCard,Online Purchase,2025-05-12T10:06:30Z,Egypt,Cairo,Carrefour,Pending
TXN202505120079,ACC64233606,CUST204733682863161541988890127078319978055,903.3,EGP,DebitCard,Online Purchase,2025-05-12T10:06:35Z,Germany,Berlin,Amazon,Completed
TXN202505120080,ACC21226103,CUST333620176210831104726327721148833975179,3606.51,USD,DebitCard,Online Purchase,2025-05-12T10:06:40Z,UAE,Dubai,Apple,Cancelled
TXN202505120081,ACC51637362,CUST239076043056294009658479384624614306053,2192.77,EUR,DebitCard,Subscription,2025-05-12T10:06:45Z,Egypt,Cairo,DigitalStore,Completed
TXN202505120082,ACC64611191,CUST251727907889007393697169127365870783683,644.72,AED,Cash,Online Purchase,2025-05-12T10:06:50Z,Germany,Berlin,DigitalStore,Pending
TXN202505120083,ACC20712809,CUST81095253971700136411423583414220162216,4580.13,EUR,Cash,Subscription,2025-05-12T10:06:55Z,Germany,Berlin,Walmart,Cancelled
TXN202505120084,ACC84796964,CUST145079308697599631407650434537195698016,4811.44,EUR,PayPal,Online Purchase,2025-05-12T10:07:00Z,Germany,Berlin,eBay,Cancelled
TXN202505120085,ACC87774909,CUST333620176210831104726327721148833975179,3043.82,EGP,CreditCard,Subscription,2025-05-12T10:07:05Z,USA,New York,Carrefour,Pending
TXN202505120086,ACC38732479,CUST22660954202803716029333238196805966345,3158.51,AED,CreditCard,Online Purchase,2025-05-12T10:07:10Z,UAE,Dubai,Carrefour,Completed
TXN202505120087,ACC26483762,CUST203154267856057247687781308205181354977,4083.59,AED,PayPal,Subscription,2025-05-12T10:07:15Z,USA,New York,Netflix,Completed
TXN202505120088,ACC76451397,CUST157646704410325706591379063078425588882,762.9,EGP,Cash,POS,2025-05-12T10:07:20Z,USA,New York,Netflix,Cancelled
TXN202505120089,ACC61775199,CUST98256440308571642624304518051978189163,4579.67,EGP,PayPal,Mobile Payment,2025-05-12T10:07:25Z,UAE,Dubai,eBay,Pending
TXN202505120090,ACC73841437,CUST333620176210831104726327721148833975179,161.14,AED,CreditCard,Mobile Payment,2025-05-12T10:07:30Z,UAE,Dubai,DigitalStore,Cancelled
TXN202505120091,ACC92651678,CUST66195368643600922931139585519760053693,729.0,AED,Cash,POS,2025-05-12T10:07:35Z,Egypt,Cairo,Amazon,Cancelled
TXN202505120092,ACC94794368,CUST204035186640687617275739630027624436383,3919.22,EGP,DebitCard,POS,2025-05-12T10:07:40Z,Germany,Berlin,Walmart,Completed
TXN202505120093,ACC86248134,CUST287562380539522774859584348079587263077,1736.51,AED,PayPal,Subscription,2025-05-12T10:07:45Z,Egypt,Cairo,Walmart,Cancelled
TXN202505120094,ACC80658719,CUST287562380539522774859584348079587263077,4396.53,USD,DebitCard,Mobile Payment,2025-05-12T10:07:50Z,UAE,Dubai,Netflix,Completed
TXN202505120095,ACC30011837,CUST333620176210831104726327721148833975179,3746.14,USD,PayPal,Online Purchase,2025-05-12T10:07:55Z,Egypt,Cairo,Amazon,Completed
TXN202505120096,ACC99978156,CUST319242732645839911977940852172698094369,932.64,EGP,CreditCard,Online Purchase,2025-05-12T10:08:00Z,USA,New York,Netflix,Pending
TXN202505120097,ACC67211541,CUST281043743609155484461478328966609972141,1622.22,EGP,PayPal,Online Purchase,2025-05-12T10:08:05Z,UAE,Dubai,Apple,Pending
TXN202505120098,ACC90914093,CUST37648854355278832597147570063541047850,1279.57,EUR,PayPal,Subscription,2025-05-12T10:08:10Z,Egypt,Cairo,Apple,Completed
TXN202505120099,ACC37311943,CUST71721635929854501763915523594004081546,1717.27,EUR,PayPal,Mobile Payment,2025-05-12T10:08:15Z,Germany,Berlin,eBay,Cancelled
TXN202505120100,ACC64542017,CUST333620176210831104726327721148833975179,3216.93,EUR,PayPal,POS,2025-05-12T10:08:20Z,Germany,Berlin,eBay,Pending
TXN202505120101,ACC39247739,CUST203154267856057247687781308205181354977,3602.93,USD,CreditCard,Mobile Payment,2025-05-12T10:08:25Z,Egypt,Cairo,Amazon,Pending
TXN202505120102,ACC87163429,CUST207558164342069761625056452032065322398,1666.4,USD,CreditCard,POS,2025-05-12T10:08:30Z,Germany,Berlin,Carrefour,Cancelled
TXN202505120103,ACC93368076,CUST257242719244557157817912071798146278485,4996.62,EUR,PayPal,Subscription,2025-05-12T10:08:35Z,Egypt,Cairo,Carrefour,Cancelled
TXN202505120104,ACC33293229,CUST108797526598747512783267850161782056358,227.73,AED,CreditCard,Mobile Payment,2025-05-12T10:08:40Z,Germany,Berlin,Apple,Completed
TXN202505120105,ACC88852612,CUST333620176210831104726327721148833975179,963.05,AED,Cash,Online Purchase,2025-05-12T10:08:45Z,USA,New York,Apple,Cancelled
TXN202505120106,ACC88836008,CUST115699183046934657894175437146802234190,4865.37,AED,PayPal,Mobile Payment,2025-05-12T10:08:50Z,Egypt,Cairo,QuickBuy,Pending
TXN202505120107,ACC26879218,CUST262760059733763092305714585656477329356,2835.97,EGP,CreditCard,Subscription,2025-05-12T10:08:55Z,USA,New York,Apple,Cancelled
TXN202505120108,ACC14756578,CUST37648854355278832597147570063541047850,3468.86,EUR,PayPal,POS,2025-05-12T10:09:00Z,USA,New York,Walmart,Completed
TXN202505120109,ACC80050659,CUST223908462131269987455783942216571606159,3051.52,EGP,CreditCard,POS,2025-05-12T10:09:05Z,Egypt,Cairo,DigitalStore,Pending
TXN202505120110,ACC63258638,CUST333620176210831104726327721148833975179,1904.14,EGP,CreditCard,Online Purchase,2025-05-12T10:09:10Z,Germany,Berlin,Walmart,Completed
TXN202505120111,ACC77070309,CUST287753791850555959581663569643061928701,4899.2,AED,Cash,POS,2025-05-12T10:09:15Z,USA,New York,Walmart,Completed
TXN202505120112,ACC90600497,CUST207558164342069761625056452032065322398,2979.61,USD,DebitCard,Online Purchase,2025-05-12T10:09:20Z,UAE,Dubai,DigitalStore,Pending
TXN202505120113,ACC22049880,CUST214146896750716037904103224137095538942,2345.68,AED,DebitCard,Subscription,2025-05-12T10:09:25Z,Germany,Berlin,DigitalStore,Cancelled
TXN202505120114,ACC62253653,CUST189540906348535080682891086671893959150,2874.77,EGP,DebitCard,Mobile Payment,2025-05-12T10:09:30Z,UAE,Dubai,Apple,Cancelled
TXN202505120115,ACC77385591,CUST333620176210831104726327721148833975179,4296.99,USD,PayPal,Mobile Payment,2025-05-12T10:09:35Z,Germany,Berlin,Walmart,Cancelled
TXN202505120116,ACC59006319,CUST189540906348535080682891086671893959150,1808.58,EGP,DebitCard,POS,2025-05-12T10:09:40Z,Germany,Berlin,Netflix,Pending
TXN202505120117,ACC70076402,CUST83755473209755515850848449075246665034,1754.81,EGP,CreditCard,POS,2025-05-12T10:09:45Z,USA,New York,Netflix,Completed
TXN202505120118,ACC18399572,CUST98256440308571642624304518051978189163,1166.18,AED,PayPal,Mobile Payment,2025-05-12T10:09:50Z,USA,New York,Apple,Completed
TXN202505120119,ACC61038409,CUST156667368166506187303467525406068165666,4060.75,EUR,Cash,Subscription,2025-05-12T10:09:55Z,Germany,Berlin,Carrefour,Pending
TXN202505120120,ACC76535757,CUST333620176210831104726327721148833975179,2635.98,USD,Cash,Online Purchase,2025-05-12T10:10:00Z,Egypt,Cairo,DigitalStore,Cancelled
TXN202505120121,ACC73329175,CUST333620176210831104726327721148833975179,3227.87,EGP,DebitCard,Subscription,2025-05-12T10:10:05Z,Germany,Berlin,Apple,Pending
TXN202505120122,ACC54203196,CUST214146896750716037904103224137095538942,2707.19,EUR,CreditCard,Online Purchase,2025-05-12T10:10:10Z,USA,New York,QuickBuy,Pending
TXN202505120123,ACC91150790,CUST133263605557874012913875461868819084666,1941.47,EUR,DebitCard,Mobile Payment,2025-05-12T10:10:15Z,USA,New York,Netflix,Cancelled
TXN202505120124,ACC68918879,CUST138414752689481705436006012858657628704,1772.6,USD,PayPal,Subscription,2025-05-12T10:10:20Z,Egypt,Cairo,QuickBuy,Pending
TXN202505120125,ACC85830588,CUST333620176210831104726327721148833975179,3304.8,EGP,Cash,POS,2025-05-12T10:10:25Z,USA,New York,Amazon,Cancelled
TXN202505120126,ACC81420444,CUST238521612287154569893422242780588377278,1398.3,EGP,Cash,Mobile Payment,2025-05-12T10:10:30Z,Germany,Berlin,Carrefour,Cancelled
TXN202505120127,ACC54532795,CUST251727907889007393697169127365870783683,1809.38,USD,CreditCard,Online Purchase,2025-05-12T10:10:35Z,UAE,Dubai,eBay,Cancelled
TXN202505120128,ACC89248336,CUST260891525990560878853783872790128971588,4125.49,EGP,CreditCard,Subscription,2025-05-12T10:10:40Z,Egypt,Cairo,QuickBuy,Completed
TXN202505120129,ACC48804505,CUST182638500287319553796690653882180440845,3075.1,AED,PayPal,Mobile Payment,2025-05-12T10:10:45Z,Egypt,Cairo,Netflix,Cancelled
TXN202505120130,ACC31526949,CUST333620176210831104726327721148833975179,3890.36,EUR,CreditCard,Subscription,2025-05-12T10:10:50Z,UAE,Dubai,Walmart,Completed
TXN202505120131,ACC93856321,CUST22660954202803716029333238196805966345,3026.97,AED,CreditCard,POS,2025-05-12T10:10:55Z,UAE,Dubai,QuickBuy,Pending
TXN202505120132,ACC67741268,CUST81022167948927650846998316310428391656,2471.85,AED,PayPal,POS,2025-05-12T10:11:00Z,UAE,Dubai,eBay,Completed
TXN202505120133,ACC18214753,CUST115699183046934657894175437146802234190,326.29,EUR,DebitCard,POS,2025-05-12T10:11:05Z,UAE,Dubai,Amazon,Pending
TXN202505120134,ACC90037683,CUST71721635929854501763915523594004081546,1706.81,EGP,DebitCard,POS,2025-05-12T10:11:10Z,UAE,Dubai,Carrefour,Pending
TXN202505120135,ACC29557289,CUST333620176210831104726327721148833975179,3272.97,USD,DebitCard,POS,2025-05-12T10:11:15Z,Egypt,Cairo,Carrefour,Completed
TXN202505120136,ACC98112631,CUST257242719244557157817912071798146278485,1224.64,EGP,CreditCard,POS,2025-05-12T10:11:20Z,USA,New York,Apple,Cancelled
TXN202505120137,ACC80983186,CUST148135616557918275025078558754371163233,1605.61,EGP,PayPal,Online Purchase,2025-05-12T10:11:25Z,Germany,Berlin,Apple,Pending
TXN202505120138,ACC52183865,CUST312045130248503331834344715503641743137,3240.43,USD,CreditCard,Subscription,2025-05-12T10:11:30Z,Germany,Berlin,Carrefour,Cancelled
TXN202505120139,ACC35331693,CUST192631238038600058640212841410827608421,2128.15,EUR,Cash,Subscription,2025-05-12T10:11:35Z,UAE,Dubai,eBay,Cancelled
TXN202505120140,ACC27712877,CUST333620176210831104726327721148833975179,2045.93,USD,PayPal,Subscription,2025-05-12T10:11:40Z,UAE,Dubai,eBay,Pending
TXN202505120141,ACC37550097,CUST287753791850555959581663569643061928701,1651.07,EUR,DebitCard,Online Purchase,2025-05-12T10:11:45Z,Germany,Berlin,Walmart,Pending
TXN202505120142,ACC24049485,CUST289991132455881510188592003124332087632,3942.76,EUR,PayPal,Subscription,2025-05-12T10:11:50Z,Germany,Berlin,Apple,Cancelled
TXN202505120143,ACC10150780,CUST36697195156699027022920129837313207715,4935.59,EGP,Cash,Mobile Payment,2025-05-12T10:11:55Z,Germany,Berlin,Apple,Pending
TXN202505120144,ACC92982257,CUST162382143894557892814261440215137633238,4343.48,USD,Cash,Online Purchase,2025-05-12T10:12:00Z,Germany,Berlin,Netflix,Pending
TXN202505120145,ACC21921211,CUST333620176210831104726327721148833975179,2784.16,EGP,Cash,Mobile Payment,2025-05-12T10:12:05Z,UAE,Dubai,DigitalStore,Cancelled
TXN202505120146,ACC87122480,CUST148271803503420219596300862710675606674,1432.15,AED,Cash,Subscription,2025-05-12T10:12:10Z,UAE,Dubai,DigitalStore,Pending
TXN202505120147,ACC87041168,CUST204035186640687617275739630027624436383,4942.11,EUR,DebitCard,Subscription,2025-05-12T10:12:15Z,UAE,Dubai,Netflix,Completed
TXN202505120148,ACC79277815,CUST333620176210831104726327721148833975179,4074.81,USD,CreditCard,Online Purchase,2025-05-12T10:12:20Z,USA,New York,Netflix,Completed
TXN202505120149,ACC36390734,CUST251727907889007393697169127365870783683,3305.6,AED,DebitCard,Subscription,2025-05-12T10:12:25Z,Egypt,Cairo,QuickBuy,Completed
TXN202505120150,ACC13360710,CUST333620176210831104726327721148833975179,2969.96,EUR,Cash,Mobile Payment,2025-05-12T10:12:30Z,UAE,Dubai,eBay,Completed
TXN202505120151,ACC28543735,CUST238521612287154569893422242780588377278,1772.7,EUR,DebitCard,Mobile Payment,2025-05-12T10:12:35Z,Egypt,Cairo,Netflix,Cancelled
TXN202505120152,ACC79862792,CUST23201754423621628719094765351501962484,1460.23,AED,Cash,POS,2025-05-12T10:12:40Z,USA,New York,Carrefour,Completed
TXN202505120153,ACC34069073,CUST66195368643600922931139585519760053693,1280.84,EUR,DebitCard,Online Purchase,2025-05-12T10:12:45Z,Egypt,Cairo,eBay,Completed
TXN202505120154,ACC45088247,CUST319434232672019315853838748738262672179,1301.8,EUR,PayPal,Subscription,2025-05-12T10:12:50Z,UAE,Dubai,Amazon,Pending
TXN202505120155,ACC43000614,CUST333620176210831104726327721148833975179,3596.74,EGP,PayPal,Subscription,2025-05-12T10:12:55Z,Egypt,Cairo,eBay,Cancelled
TXN202505120156,ACC86129567,CUST251727907889007393697169127365870783683,2652.53,AED,PayPal,Subscription,2025-05-12T10:13:00Z,UAE,Dubai,Walmart,Cancelled
TXN202505120157,ACC71552604,CUST291663900939964335384248672688566369703,611.72,EUR,Cash,Subscription,2025-05-12T10:13:05Z,Germany,Berlin,Carrefour,Completed
TXN202505120158,ACC26074126,CUST15402238544151701151244992274655444397,558.08,AED,DebitCard,Subscription,2025-05-12T10:13:10Z,USA,New York,Apple,Cancelled
TXN202505120159,ACC32419971,CUST21206049796923637804850517816520600783,3707.49,EGP,DebitCard,Online Purchase,2025-05-12T10:13:15Z,UAE,Dubai,Netflix,Cancelled
TXN202505120160,ACC73308176,CUST333620176210831104726327721148833975179,1481.09,USD,DebitCard,Mobile Payment,2025-05-12T10:13:20Z,Germany,Berlin,Netflix,Completed
TXN202505120161,ACC26356652,CUST145079308697599631407650434537195698016,285.45,EGP,Cash,Subscription,2025-05-12T10:13:25Z,USA,New York,DigitalStore,Pending
TXN202505120162,ACC59316500,CUST36697195156699027022920129837313207715,4001.3,EGP,Cash,Subscription,2025-05-12T10:13:30Z,UAE,Dubai,QuickBuy,Pending
